Idade,Felicidade,ViagemNegocios,TaxaDiaria,Area,DistanciaDaEmpresa,Educacao,AreaDeEducacao,ContagemFuncionario,NumeroCadastroFuncionario,SatisfacaoFuncionario,Genero,ValorHora,EnvolvimentoEmprego,NivelEmprego,FuncaoEmprego,SatisfacaoEmprego,EstadoConjugal,Salario,TaxaMensal,NumeroDeEmpresasTrabalhadas,AcimaDe18anos,HoraExtra,PercentAumentoSalario,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelAcoesEmpresa,TotalDeAnosTranalhados,TempoDeTreino,BalancoVidaTrabalho,AnosNaEmpresa,TempoNaAtualFuncao,AnosDesdeUltimaPromocao,AnosComOmesmoGerente
36,Sim,Sem Viagens,845,Vendas,1,5,Computacao,1,479,4,F,45,3,2,Executivo Vendas,4,Solteiro,6653,15276,4,Sim,Não,15,3,2,80,0,7,6,3,1,0,0,0
36,Sim,Frequentemente,541,Vendas,3,4,Computacao,1,481,1,M,48,2,3,Executivo Vendas,4,Casado,9699,7246,4,Sim,Não,11,3,1,80,1,16,2,3,13,9,1,12
57,Sim,Raramente,593,R&D,1,4,Computacao,1,482,4,M,88,3,2,Analista de Negocio,3,Casado,6755,2967,2,Sim,Não,11,3,3,80,0,15,2,3,3,2,1,2
40,Sim,Raramente,1171,R&D,10,4,Ciencias Financeiras,1,483,4,F,46,4,1,Pleno DEV,3,Casado,2213,22495,3,Sim,Sim,13,3,3,80,1,10,3,3,7,7,1,7
21,Sim,Sem Viagens,895,Vendas,9,2,Computacao,1,484,1,M,39,3,1,Representante de Vendas,4,Solteiro,2610,2851,1,Sim,Não,24,4,3,80,0,3,3,2,3,2,2,2
33,Não,Raramente,350,Vendas,5,3,Marketing,1,485,4,F,34,3,1,Representante de Vendas,3,Solteiro,2851,9150,1,Sim,Sim,13,3,2,80,0,1,2,3,1,0,0,0
37,Sim,Raramente,921,R&D,10,3,Computacao,1,486,3,F,98,3,1,Pleno DEV,1,Casado,3452,17663,6,Sim,Não,20,4,2,80,1,17,3,3,5,4,0,3
46,Sim,Sem Viagens,1144,R&D,7,4,Computacao,1,487,3,F,30,3,2,Diretor de Area,3,Casado,5258,16044,2,Sim,Não,14,3,3,80,0,7,2,4,1,0,0,0
41,Não,Frequentemente,143,Vendas,4,3,Marketing,1,488,1,M,56,3,2,Executivo Vendas,2,Solteiro,9355,9558,1,Sim,Não,18,3,3,80,0,8,5,3,8,7,7,7
50,Sim,Raramente,1046,R&D,10,3,Engenharia,1,491,4,M,100,2,3,Analista de Negocio,4,Solteiro,10496,2755,6,Sim,Não,15,3,4,80,0,20,2,3,4,3,1,3
40,Não,Raramente,575,Vendas,22,2,Marketing,1,492,3,M,68,2,2,Executivo Vendas,3,Casado,6380,6110,2,Sim,Sim,12,3,1,80,2,8,6,3,6,4,1,0
31,Sim,Raramente,408,R&D,9,4,Ciencias Financeiras,1,493,3,M,42,2,1,Senior DEV,2,Solteiro,2657,7551,0,Sim,Sim,16,3,4,80,0,3,5,3,2,2,2,2
21,Não,Raramente,156,Vendas,12,3,Ciencias Financeiras,1,494,3,F,90,4,1,Representante de Vendas,2,Solteiro,2716,25422,1,Sim,Não,15,3,4,80,0,1,0,3,1,0,0,0
29,Sim,Raramente,1283,R&D,23,3,Ciencias Financeiras,1,495,4,M,54,3,1,Senior DEV,4,Solteiro,2201,18168,9,Sim,Não,16,3,4,80,0,6,4,3,3,2,1,2
35,Sim,Raramente,755,R&D,9,4,Ciencias Financeiras,1,496,3,M,97,2,2,Analista de Negocio,2,Solteiro,6540,19394,9,Sim,Não,19,3,3,80,0,10,5,3,1,1,0,0
27,Sim,Raramente,1469,R&D,1,2,Computacao,1,497,4,M,82,3,1,Pleno DEV,2,Divorciado,3816,17881,1,Sim,Não,11,3,2,80,1,5,2,3,5,2,0,4
28,Sim,Raramente,304,Vendas,9,4,Ciencias Financeiras,1,498,2,M,92,3,2,Executivo Vendas,4,Solteiro,5253,20750,1,Sim,Não,16,3,4,80,0,7,1,3,7,5,0,7
49,Sim,Raramente,1261,R&D,7,3,Outros,1,499,2,M,31,2,3,Analista de Negocio,3,Solteiro,10965,12066,8,Sim,Não,24,4,3,80,0,26,2,3,5,2,0,0
51,Sim,Raramente,1178,Vendas,14,2,Ciencias Financeiras,1,500,3,F,87,3,2,Executivo Vendas,4,Casado,4936,14862,4,Sim,Não,11,3,3,80,1,18,2,2,7,7,0,7
36,Sim,Raramente,329,R&D,2,3,Ciencias Financeiras,1,501,4,F,96,3,1,Senior DEV,3,Casado,2543,11868,4,Sim,Não,13,3,2,80,1,6,3,3,2,2,2,2
34,Não,Sem Viagens,1362,Vendas,19,3,Marketing,1,502,1,M,67,4,2,Executivo Vendas,4,Solteiro,5304,4652,8,Sim,Sim,13,3,2,80,0,9,3,2,5,2,0,4
55,Sim,Raramente,1311,R&D,2,3,Ciencias Financeiras,1,505,3,F,97,3,4,Gerente,4,Solteiro,16659,23258,2,Sim,Sim,13,3,3,80,0,30,2,3,5,4,1,2
24,Sim,Raramente,1371,Vendas,10,4,Marketing,1,507,4,F,77,3,2,Executivo Vendas,3,Divorciado,4260,5915,1,Sim,Sim,12,3,4,80,1,5,2,4,5,2,0,3
30,Sim,Raramente,202,Vendas,2,1,Engenharia,1,508,3,M,72,3,1,Representante de Vendas,2,Casado,2476,17434,1,Sim,Não,18,3,1,80,1,1,3,3,1,0,0,0
26,Não,Frequentemente,575,R&D,3,1,Engenharia,1,510,3,M,73,3,1,Senior DEV,1,Solteiro,3102,6582,0,Sim,Não,22,4,3,80,0,7,2,3,6,4,0,4
22,Sim,Raramente,253,R&D,11,3,Computacao,1,511,1,F,43,3,1,Senior DEV,2,Casado,2244,24440,1,Sim,Não,13,3,4,80,1,2,1,3,2,1,1,2
36,Sim,Raramente,164,Vendas,2,2,Computacao,1,513,2,M,61,2,3,Executivo Vendas,3,Casado,7596,3809,1,Sim,Não,13,3,2,80,2,10,2,3,10,9,9,0
30,Não,Frequentemente,464,R&D,4,3,Engenharia,1,514,3,M,40,3,1,Senior DEV,4,Solteiro,2285,3427,9,Sim,Sim,23,4,3,80,0,3,4,3,1,0,0,0
37,Sim,Raramente,1107,R&D,14,3,Ciencias Financeiras,1,515,4,F,95,3,1,Pleno DEV,1,Divorciado,3034,26914,1,Sim,Não,12,3,3,80,1,18,2,2,18,7,12,17
40,Sim,Raramente,759,Vendas,2,2,Marketing,1,516,4,F,46,3,2,Executivo Vendas,2,Divorciado,5715,22553,7,Sim,Não,12,3,3,80,2,8,5,3,5,4,1,3
42,Sim,Raramente,201,R&D,1,4,Ciencias Financeiras,1,517,2,F,95,3,1,Pleno DEV,1,Divorciado,2576,20490,3,Sim,Não,16,3,2,80,1,8,5,3,5,2,1,2
37,Sim,Raramente,1305,R&D,10,4,Ciencias Financeiras,1,518,3,M,49,3,2,Diretor de Area,2,Solteiro,4197,21123,2,Sim,Sim,12,3,4,80,0,18,2,2,1,0,0,1
43,Sim,Raramente,982,R&D,12,3,Ciencias Financeiras,1,520,1,M,59,2,4,Scrum Master,2,Divorciado,14336,4345,1,Sim,Não,11,3,3,80,1,25,3,3,25,10,3,9
40,Sim,Raramente,555,R&D,2,3,Computacao,1,521,2,F,78,2,2,Pleno DEV,3,Casado,3448,13436,6,Sim,Não,22,4,2,80,1,20,3,3,1,0,0,0
54,Sim,Raramente,821,R&D,5,2,Computacao,1,522,1,M,86,3,5,Scrum Master,1,Casado,19406,8509,4,Sim,Não,11,3,3,80,1,24,4,2,4,2,1,2
34,Sim,Sem Viagens,1381,Vendas,4,4,Marketing,1,523,3,F,72,3,2,Executivo Vendas,3,Casado,6538,12740,9,Sim,Não,15,3,1,80,1,6,3,3,3,2,1,2
31,Sim,Raramente,480,R&D,7,2,Computacao,1,524,2,F,31,3,2,Diretor de Area,1,Casado,4306,4156,1,Sim,Não,12,3,2,80,1,13,5,1,13,10,3,12
43,Sim,Frequentemente,313,R&D,21,3,Computacao,1,525,4,M,61,3,1,Pleno DEV,4,Casado,2258,15238,7,Sim,Não,20,4,1,80,1,8,1,3,3,2,1,2
43,Sim,Raramente,1473,R&D,8,4,Outros,1,526,3,F,74,3,2,Analista de Negocio,3,Divorciado,4522,2227,4,Sim,Sim,14,3,4,80,0,8,3,3,5,2,0,2
25,Sim,Raramente,891,Vendas,4,2,Ciencias Financeiras,1,527,2,F,99,2,2,Executivo Vendas,4,Solteiro,4487,12090,1,Sim,Sim,11,3,2,80,0,5,3,3,5,4,1,3
37,Sim,Sem Viagens,1063,R&D,25,5,Computacao,1,529,2,F,72,3,2,Senior DEV,3,Casado,4449,23866,3,Sim,Sim,15,3,1,80,2,15,2,3,13,11,10,7
31,Sim,Raramente,329,R&D,1,2,Ciencias Financeiras,1,530,4,M,98,2,1,Pleno DEV,1,Casado,2218,16193,1,Sim,Não,12,3,3,80,1,4,3,3,4,2,3,2
39,Sim,Frequentemente,1218,R&D,1,1,Ciencias Financeiras,1,531,2,M,52,3,5,Gerente,3,Divorciado,19197,8213,1,Sim,Sim,14,3,3,80,1,21,3,3,21,8,1,6
56,Sim,Frequentemente,906,Vendas,6,3,Ciencias Financeiras,1,532,3,F,86,4,4,Executivo Vendas,1,Casado,13212,18256,9,Sim,Não,11,3,4,80,3,36,0,2,7,7,7,7
30,Sim,Raramente,1082,Vendas,12,3,Engenharia,1,533,2,F,83,3,2,Executivo Vendas,3,Solteiro,6577,19558,0,Sim,Não,11,3,2,80,0,6,6,3,5,4,4,4
41,Sim,Raramente,645,Vendas,1,3,Marketing,1,534,2,M,49,4,3,Executivo Vendas,1,Casado,8392,19566,1,Sim,Não,16,3,3,80,1,10,2,3,10,7,0,7
28,Sim,Raramente,1300,R&D,17,2,Computacao,1,536,3,M,79,3,2,Pleno DEV,1,Divorciado,4558,13535,1,Sim,Não,12,3,4,80,1,10,2,3,10,0,1,8
25,Não,Raramente,688,R&D,3,3,Computacao,1,538,1,M,91,3,1,Pleno DEV,1,Casado,4031,9396,5,Sim,Não,13,3,3,80,1,6,5,3,2,2,0,2
52,Sim,Raramente,319,R&D,3,3,Computacao,1,543,4,M,39,2,3,Diretor de Area,3,Casado,7969,19609,2,Sim,Sim,14,3,3,80,0,28,4,3,5,4,0,4
45,Sim,Raramente,192,R&D,10,2,Ciencias Financeiras,1,544,1,M,69,3,1,Senior DEV,4,Casado,2654,9655,3,Sim,Não,21,4,4,80,2,8,3,2,2,2,0,2
52,Sim,Raramente,1490,R&D,4,2,Ciencias Financeiras,1,546,4,F,30,3,4,Gerente,4,Casado,16555,10310,2,Sim,Não,13,3,4,80,0,31,2,1,5,2,1,4
42,Sim,Frequentemente,532,R&D,29,2,Ciencias Financeiras,1,547,1,F,92,3,2,Senior DEV,3,Divorciado,4556,12932,2,Sim,Não,11,3,2,80,1,19,3,3,5,4,0,2
30,Sim,Raramente,317,R&D,2,3,Ciencias Financeiras,1,548,3,F,43,1,2,Diretor de Area,4,Solteiro,6091,24793,2,Sim,Não,20,4,3,80,0,11,2,3,5,4,0,2
60,Sim,Raramente,422,R&D,7,3,Ciencias Financeiras,1,549,1,F,41,3,5,Gerente,1,Casado,19566,3854,5,Sim,Não,11,3,4,80,0,33,5,1,29,8,11,10
46,Sim,Raramente,1485,R&D,18,3,Computacao,1,550,3,F,87,3,2,Diretor de Area,3,Divorciado,4810,26314,2,Sim,Não,14,3,3,80,1,19,5,2,10,7,0,8
42,Sim,Frequentemente,1368,R&D,28,4,Engenharia,1,551,4,F,88,2,2,Analista de Negocio,4,Casado,4523,4386,0,Sim,Não,11,3,4,80,3,7,4,4,6,5,0,4
24,Não,Raramente,1448,Vendas,1,1,Engenharia,1,554,1,F,62,3,1,Representante de Vendas,2,Solteiro,3202,21972,1,Sim,Sim,16,3,2,80,0,6,4,3,5,3,1,4
34,Não,Frequentemente,296,Vendas,6,2,Marketing,1,555,4,F,33,1,1,Representante de Vendas,3,Divorciado,2351,12253,0,Sim,Não,16,3,4,80,1,3,3,2,2,2,1,0
38,Sim,Frequentemente,1490,R&D,2,2,Ciencias Financeiras,1,556,4,M,42,3,1,Pleno DEV,4,Casado,1702,12106,1,Sim,Sim,23,4,3,80,1,1,3,3,1,0,0,0
40,Sim,Raramente,1398,Vendas,2,4,Ciencias Financeiras,1,558,3,F,79,3,5,Gerente,3,Casado,18041,13022,0,Sim,Não,14,3,4,80,0,21,2,3,20,15,1,12
26,Sim,Raramente,1349,R&D,23,3,Ciencias Financeiras,1,560,1,F,90,3,1,Senior DEV,4,Divorciado,2886,3032,1,Sim,Não,22,4,2,80,2,3,3,1,3,2,0,2
30,Sim,Sem Viagens,1400,R&D,3,3,Ciencias Financeiras,1,562,3,M,53,3,1,Pleno DEV,4,Casado,2097,16734,4,Sim,Não,15,3,3,80,1,9,3,1,5,3,1,4
29,Sim,Raramente,986,R&D,3,4,Computacao,1,564,2,M,93,2,3,Scrum Master,3,Casado,11935,21526,1,Sim,Não,18,3,3,80,0,10,2,3,10,2,0,7
29,Não,Raramente,408,R&D,25,5,Engenharia,1,565,3,F,71,2,1,Senior DEV,2,Casado,2546,18300,5,Sim,Não,16,3,2,80,0,6,2,4,2,2,1,1
19,Não,Raramente,489,RH,2,2,Engenharia,1,566,1,M,52,2,1,Analista de RH,4,Solteiro,2564,18437,1,Sim,Não,12,3,3,80,0,1,3,4,1,0,0,0
30,Sim,Sem Viagens,1398,Vendas,22,4,Outros,1,567,3,F,69,3,3,Executivo Vendas,1,Casado,8412,2890,0,Sim,Não,11,3,3,80,0,10,3,3,9,8,7,8
57,Sim,Raramente,210,Vendas,29,3,Marketing,1,568,1,M,56,2,4,Gerente,4,Divorciado,14118,22102,3,Sim,Não,12,3,3,80,1,32,3,2,1,0,0,0
50,Sim,Raramente,1099,R&D,29,4,Ciencias Financeiras,1,569,2,M,88,2,4,Gerente,3,Casado,17046,9314,0,Sim,Não,15,3,2,80,1,28,2,3,27,10,15,7
30,Sim,Sem Viagens,1116,R&D,2,3,Computacao,1,571,3,F,49,3,1,Pleno DEV,4,Solteiro,2564,7181,0,Sim,Não,14,3,3,80,0,12,2,2,11,7,6,7
60,Sim,Frequentemente,1499,Vendas,28,3,Marketing,1,573,3,F,80,2,3,Executivo Vendas,1,Casado,10266,2845,4,Sim,Não,19,3,4,80,0,22,5,4,18,13,13,11
47,Sim,Raramente,983,R&D,2,2,Computacao,1,574,1,F,65,3,2,Diretor de Area,4,Divorciado,5070,7389,5,Sim,Não,13,3,3,80,3,20,2,3,5,0,0,4
46,Sim,Raramente,1009,R&D,2,3,Ciencias Financeiras,1,575,1,M,51,3,4,Scrum Master,3,Casado,17861,2288,6,Sim,Não,13,3,3,80,0,26,2,1,3,2,0,1
35,Sim,Raramente,144,R&D,22,3,Ciencias Financeiras,1,577,4,M,46,1,1,Pleno DEV,3,Solteiro,4230,19225,0,Sim,Não,15,3,3,80,0,6,2,3,5,4,4,3
54,Sim,Raramente,548,R&D,8,4,Ciencias Financeiras,1,578,3,F,42,3,2,Pleno DEV,3,Solteiro,3780,23428,7,Sim,Não,11,3,3,80,0,19,3,3,1,0,0,0
34,Sim,Raramente,1303,R&D,2,4,Ciencias Financeiras,1,579,4,M,62,2,1,Senior DEV,3,Divorciado,2768,8416,3,Sim,Não,12,3,3,80,1,14,3,3,7,3,5,7
46,Sim,Raramente,1125,Vendas,10,3,Marketing,1,580,3,F,94,2,3,Executivo Vendas,4,Casado,9071,11563,2,Sim,Sim,19,3,3,80,1,15,3,3,3,2,1,2
31,Sim,Raramente,1274,R&D,9,1,Ciencias Financeiras,1,581,3,M,33,3,3,Diretor de Area,2,Divorciado,10648,14394,1,Sim,Não,25,4,4,80,1,13,6,4,13,8,0,8
33,Não,Raramente,1277,R&D,15,1,Computacao,1,582,2,M,56,3,3,Gerente,3,Casado,13610,24619,7,Sim,Sim,12,3,4,80,0,15,2,4,7,6,7,7
33,Não,Raramente,587,R&D,10,1,Computacao,1,584,1,M,38,1,1,Pleno DEV,4,Divorciado,3408,6705,7,Sim,Não,13,3,1,80,3,8,2,3,4,3,1,3
30,Sim,Raramente,413,Vendas,7,1,Marketing,1,585,4,M,57,3,1,Representante de Vendas,2,Solteiro,2983,18398,0,Sim,Não,14,3,1,80,0,4,3,3,3,2,1,2
35,Sim,Raramente,1276,R&D,16,3,Ciencias Financeiras,1,586,4,M,72,3,3,Analista de Negocio,3,Casado,7632,14295,4,Sim,Sim,12,3,3,80,0,10,2,3,8,7,0,0
31,Não,Frequentemente,534,R&D,20,3,Ciencias Financeiras,1,587,1,M,66,3,3,Analista de Negocio,3,Casado,9824,22908,3,Sim,Não,12,3,1,80,0,12,2,3,1,0,0,0
34,Não,Frequentemente,988,RH,23,3,Ciencias Humanas,1,590,2,F,43,3,3,Analista de RH,1,Divorciado,9950,11533,9,Sim,Sim,15,3,3,80,3,11,2,3,3,2,0,2
42,Sim,Frequentemente,1474,R&D,5,2,Outros,1,591,2,M,97,3,1,Pleno DEV,3,Casado,2093,9260,4,Sim,Não,17,3,4,80,1,8,4,3,2,2,2,0
36,Sim,Sem Viagens,635,Vendas,10,4,Computacao,1,592,2,M,32,3,3,Executivo Vendas,4,Solteiro,9980,15318,1,Sim,Não,14,3,4,80,0,10,3,2,10,3,9,7
22,Não,Frequentemente,1368,R&D,4,1,Engenharia,1,593,3,M,99,2,1,Pleno DEV,3,Solteiro,3894,9129,5,Sim,Não,16,3,3,80,0,4,3,3,2,2,1,2
48,Sim,Raramente,163,Vendas,2,5,Marketing,1,595,2,F,37,3,2,Executivo Vendas,4,Casado,4051,19658,2,Sim,Não,14,3,1,80,1,14,2,3,9,7,6,7
55,Sim,Raramente,1117,Vendas,18,5,Ciencias Financeiras,1,597,1,F,83,3,4,Gerente,2,Solteiro,16835,9873,3,Sim,Não,23,4,4,80,0,37,2,3,10,9,7,7
41,Sim,Sem Viagens,267,Vendas,10,2,Ciencias Financeiras,1,599,4,M,56,3,2,Executivo Vendas,4,Solteiro,6230,13430,7,Sim,Não,14,3,4,80,0,16,3,3,14,3,1,10
35,Sim,Raramente,619,Vendas,1,3,Marketing,1,600,2,M,85,3,2,Executivo Vendas,3,Casado,4717,18659,9,Sim,Não,11,3,3,80,0,15,2,3,11,9,6,9
40,Sim,Raramente,302,R&D,6,3,Ciencias Financeiras,1,601,2,F,75,3,4,Diretor de Area,3,Solteiro,13237,20364,7,Sim,Não,15,3,3,80,0,22,3,3,20,6,5,13
39,Sim,Frequentemente,443,R&D,8,1,Ciencias Financeiras,1,602,3,F,48,3,1,Pleno DEV,3,Casado,3755,17872,1,Sim,Não,11,3,1,80,1,8,3,3,8,3,0,7
31,Sim,Raramente,828,Vendas,2,1,Ciencias Financeiras,1,604,2,M,77,3,2,Executivo Vendas,4,Solteiro,6582,8346,4,Sim,Sim,13,3,3,80,0,10,2,4,6,5,0,5
42,Sim,Raramente,319,R&D,24,3,Computacao,1,605,4,M,56,3,3,Diretor de Area,1,Casado,7406,6950,1,Sim,Sim,21,4,4,80,1,10,5,2,10,9,5,8
45,Sim,Raramente,561,Vendas,2,3,Outros,1,606,4,M,61,3,2,Executivo Vendas,2,Casado,4805,16177,0,Sim,Não,19,3,2,80,1,9,3,4,8,7,3,7
26,Não,Frequentemente,426,RH,17,4,Ciencias Financeiras,1,608,2,F,58,3,1,Analista de RH,3,Divorciado,2741,22808,0,Sim,Sim,11,3,2,80,1,8,2,2,7,7,1,0
29,Sim,Raramente,232,R&D,19,3,Engenharia,1,611,4,M,34,3,2,Diretor de Area,4,Divorciado,4262,22645,4,Sim,Não,12,3,2,80,2,8,2,4,3,2,1,2
33,Sim,Raramente,922,R&D,1,5,Computacao,1,612,1,F,95,4,4,Scrum Master,3,Divorciado,16184,22578,4,Sim,Não,19,3,3,80,1,10,2,3,6,1,0,5
31,Sim,Raramente,688,Vendas,7,3,Ciencias Financeiras,1,613,3,M,44,2,3,Gerente,4,Divorciado,11557,25291,9,Sim,Não,21,4,3,80,1,10,3,2,5,4,0,1
18,Não,Frequentemente,1306,Vendas,5,3,Marketing,1,614,2,M,69,3,1,Representante de Vendas,2,Solteiro,1878,8059,1,Sim,Sim,14,3,4,80,0,0,3,3,0,0,0,0
40,Sim,Sem Viagens,1094,Vendas,28,3,Outros,1,615,3,M,58,1,3,Executivo Vendas,1,Divorciado,10932,11373,3,Sim,Não,15,3,3,80,1,20,2,3,1,0,0,1
41,Sim,Sem Viagens,509,R&D,2,4,Outros,1,616,1,F,62,2,2,Analista de Negocio,3,Solteiro,6811,2112,2,Sim,Sim,17,3,1,80,0,10,3,3,8,7,0,7
26,Sim,Raramente,775,Vendas,29,2,Computacao,1,618,1,M,45,3,2,Executivo Vendas,3,Divorciado,4306,4267,5,Sim,Não,12,3,1,80,2,8,5,3,0,0,0,0
35,Sim,Raramente,195,Vendas,1,3,Computacao,1,620,1,F,80,3,2,Executivo Vendas,3,Solteiro,4859,6698,1,Sim,Não,16,3,4,80,0,5,3,3,5,4,0,3
34,Sim,Raramente,258,Vendas,21,4,Ciencias Financeiras,1,621,4,M,74,4,2,Executivo Vendas,4,Solteiro,5337,19921,1,Sim,Não,12,3,4,80,0,10,3,3,10,7,5,7
26,Não,Raramente,471,R&D,24,3,Engenharia,1,622,3,M,66,1,1,Pleno DEV,4,Solteiro,2340,23213,1,Sim,Sim,18,3,2,80,0,1,3,1,1,0,0,0
37,Sim,Raramente,799,R&D,1,3,Engenharia,1,623,2,F,59,3,3,Diretor de Area,4,Solteiro,7491,23848,4,Sim,Não,17,3,4,80,0,12,3,4,6,5,1,2
46,Sim,Frequentemente,1034,R&D,18,1,Computacao,1,624,1,F,86,3,3,Analista de Negocio,3,Casado,10527,8984,5,Sim,Não,11,3,4,80,0,28,3,2,2,2,1,2
41,Sim,Raramente,1276,Vendas,2,5,Ciencias Financeiras,1,625,2,F,91,3,4,Gerente,1,Casado,16595,5626,7,Sim,Não,16,3,2,80,1,22,2,3,18,16,11,8
37,Sim,Sem Viagens,142,Vendas,9,4,Computacao,1,626,1,M,69,3,3,Executivo Vendas,2,Divorciado,8834,24666,1,Sim,Não,13,3,4,80,1,9,6,3,9,5,7,7
52,Sim,Raramente,956,R&D,6,2,Engenharia,1,630,4,M,78,3,2,Senior DEV,1,Divorciado,5577,22087,3,Sim,Sim,12,3,2,80,2,18,3,3,10,9,6,9
32,Não,Sem Viagens,1474,Vendas,11,4,Outros,1,631,4,M,60,4,2,Executivo Vendas,3,Casado,4707,23914,8,Sim,Não,12,3,4,80,0,6,2,3,4,2,1,2
24,Sim,Frequentemente,535,Vendas,24,3,Computacao,1,632,4,M,38,3,1,Representante de Vendas,4,Casado,2400,5530,0,Sim,Não,13,3,3,80,2,3,3,3,2,2,2,1
38,Sim,Raramente,1495,R&D,10,3,Computacao,1,634,3,F,76,3,2,Analista de Negocio,3,Casado,9824,22174,3,Sim,Não,19,3,3,80,1,18,4,3,1,0,0,0
37,Sim,Raramente,446,R&D,1,4,Ciencias Financeiras,1,635,2,F,65,3,2,Diretor de Area,2,Casado,6447,15701,6,Sim,Não,12,3,2,80,1,8,2,2,6,5,4,3
49,Sim,Raramente,1245,R&D,18,4,Ciencias Financeiras,1,638,4,M,58,2,5,Scrum Master,3,Divorciado,19502,2125,1,Sim,Sim,17,3,3,80,1,31,5,3,31,9,0,9
24,Sim,Raramente,691,R&D,23,3,Computacao,1,639,2,M,89,4,1,Senior DEV,4,Casado,2725,21630,1,Sim,Sim,11,3,2,80,2,6,3,3,6,5,1,4
26,Sim,Raramente,703,Vendas,28,2,Marketing,1,641,1,M,66,3,2,Executivo Vendas,2,Casado,6272,7428,1,Sim,Não,20,4,4,80,2,6,5,4,5,3,1,4
24,Sim,Raramente,823,R&D,17,2,Outros,1,643,4,M,94,2,1,Pleno DEV,2,Casado,2127,9100,1,Sim,Não,21,4,4,80,1,1,2,3,1,0,0,0
50,Sim,Frequentemente,1246,RH,3,3,Computacao,1,644,1,M,99,3,5,Gerente,2,Casado,18200,7999,1,Sim,Não,11,3,3,80,1,32,2,3,32,5,10,7
25,Sim,Raramente,622,Vendas,13,1,Computacao,1,645,2,M,40,3,1,Representante de Vendas,3,Casado,2096,26376,1,Sim,Não,11,3,3,80,0,7,1,3,7,4,0,6
24,Não,Frequentemente,1287,R&D,7,3,Ciencias Financeiras,1,647,1,F,55,3,1,Pleno DEV,3,Casado,2886,14168,1,Sim,Sim,16,3,4,80,1,6,4,3,6,3,1,2
30,Não,Frequentemente,448,Vendas,12,4,Ciencias Financeiras,1,648,2,M,74,2,1,Representante de Vendas,1,Casado,2033,14470,1,Sim,Não,18,3,3,80,1,1,2,4,1,0,0,0
34,Sim,Raramente,254,R&D,1,2,Ciencias Financeiras,1,649,2,M,83,2,1,Senior DEV,4,Casado,3622,22794,1,Sim,Sim,13,3,4,80,1,6,3,3,6,5,1,3
31,Não,Raramente,1365,Vendas,13,4,Computacao,1,650,2,M,46,3,2,Executivo Vendas,1,Divorciado,4233,11512,2,Sim,Não,17,3,3,80,0,9,2,1,3,1,1,2
35,Sim,Raramente,538,R&D,25,2,Outros,1,652,1,M,54,2,2,Pleno DEV,4,Solteiro,3681,14004,4,Sim,Não,14,3,4,80,0,9,3,3,3,2,0,2
31,Sim,Raramente,525,Vendas,6,4,Computacao,1,653,1,M,66,4,2,Executivo Vendas,4,Divorciado,5460,6219,4,Sim,Não,22,4,4,80,2,13,4,4,7,7,5,7
27,Sim,Raramente,798,R&D,6,4,Computacao,1,655,1,F,66,2,1,Senior DEV,3,Divorciado,2187,5013,0,Sim,Não,12,3,3,80,2,6,5,2,5,3,0,3
37,Sim,Raramente,558,Vendas,2,3,Marketing,1,656,4,M,75,3,2,Executivo Vendas,3,Casado,9602,3010,4,Sim,Sim,11,3,3,80,1,17,3,2,3,0,1,0
20,Sim,Raramente,959,R&D,1,3,Ciencias Financeiras,1,657,4,F,83,2,1,Senior DEV,2,Solteiro,2836,11757,1,Sim,Não,13,3,4,80,0,1,0,4,1,0,0,0
42,Sim,Raramente,622,R&D,2,4,Ciencias Financeiras,1,659,3,F,81,3,2,Analista de Negocio,4,Casado,4089,5718,1,Sim,Não,13,3,2,80,2,10,4,3,10,2,2,2
43,Sim,Raramente,782,R&D,6,4,Outros,1,661,2,M,50,2,4,Scrum Master,4,Divorciado,16627,2671,4,Sim,Sim,14,3,3,80,1,21,3,2,1,0,0,0
38,Sim,Raramente,362,R&D,1,1,Ciencias Financeiras,1,662,3,F,43,3,1,Senior DEV,1,Solteiro,2619,14561,3,Sim,Não,17,3,4,80,0,8,3,2,0,0,0,0
43,Sim,Frequentemente,1001,R&D,9,5,Computacao,1,663,4,M,72,3,2,Pleno DEV,3,Divorciado,5679,19627,3,Sim,Sim,13,3,2,80,1,10,3,3,8,7,4,7
48,Sim,Raramente,1236,R&D,1,4,Ciencias Financeiras,1,664,4,F,40,2,4,Gerente,1,Casado,15402,17997,7,Sim,Não,11,3,1,80,1,21,3,1,3,2,0,2
44,Sim,Raramente,1112,RH,1,4,Ciencias Financeiras,1,665,1,F,50,2,2,Analista de RH,3,Solteiro,5985,26894,4,Sim,Não,11,3,2,80,0,10,1,4,2,2,0,2
34,Sim,Raramente,204,Vendas,14,3,Engenharia,1,666,3,F,31,3,1,Representante de Vendas,3,Divorciado,2579,2912,1,Sim,Sim,18,3,4,80,2,8,3,3,8,2,0,6
27,Não,Raramente,1420,Vendas,2,1,Marketing,1,667,3,M,85,3,1,Representante de Vendas,1,Divorciado,3041,16346,0,Sim,Não,11,3,2,80,1,5,3,3,4,3,0,2
21,Sim,Raramente,1343,Vendas,22,1,Engenharia,1,669,3,M,49,3,1,Representante de Vendas,3,Solteiro,3447,24444,1,Sim,Não,11,3,3,80,0,3,2,3,3,2,1,2
